docker exec demoattach jcmd 1 GC.class_histogram
1:
 num     #instances         #bytes  class name (module)
 707:             1             32  sun.rmi.transport.DGCClient$EndpointEntry$RefEntry$PhantomLiveRef (java.rmi@11.0.8)
 708:             2             32  sun.rmi.transport.DGCImpl_Stub (java.rmi@11.0.8)
 709:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@11.0.8)
 710:             1             32  sun.security.provider.PolicyFile (java.base@11.0.8)
 711:             1             32  sun.security.provider.PolicyFile$PolicyInfo (java.base@11.0.8)
 712:             1             32  sun.security.provider.SecureRandom (java.base@11.0.8)
 713:             2             32  sun.util.resources.LocaleData (java.base@11.0.8)
 714:             1             24  [Ljava.io.File$PathStatus; (java.base@11.0.8)
 715:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@11.0.8)
 716:             1             24  [Ljava.util.Comparators$NaturalOrderComparator; (java.base@11.0.8)
 717:             1             24  [Ljava.util.Locale$Category; (java.base@11.0.8)
 718:             1             24  [Ljdk.internal.misc.JavaSecurityAccess$ProtectionDomainCache; (java.base@11.0.8)
 719:             1             24  [Ljdk.internal.org.objectweb.asm.Attribute; (java.base@11.0.8)
 720:             1             24  com.sun.jmx.mbeanserver.ClassLoaderRepositorySupport (java.management@11.0.8)
 721:             1             24  com.sun.jmx.mbeanserver.MXBeanLookup (java.management@11.0.8)
 722:             1             24  com.sun.management.internal.HotSpotThreadImpl (jdk.management@11.0.8)
 723:             1             24  com.sun.management.internal.OperatingSystemImpl (jdk.management@11.0.8)
 724:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$1 (jdk.management@11.0.8)
 725:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$2 (jdk.management@11.0.8)
 726:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$3 (jdk.management@11.0.8)
 727:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$4 (jdk.management@11.0.8)
 728:             1             24  com.sun.management.internal.PlatformMBeanProviderImpl$5 (jdk.management@11.0.8)
 729:             1             24  java.lang.Double (java.base@11.0.8)
 730:             1             24  java.lang.StringBuilder (java.base@11.0.8)
 731:             1             24  java.lang.invoke.MethodType$ConcurrentWeakInternSet (java.base@11.0.8)
 732:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierAny (java.base@11.0.8)
 733:             1             24  java.lang.invoke.StringConcatFactory$Stringifiers$StringifierMost (java.base@11.0.8)
 734:             1             24  java.lang.management.DefaultPlatformMBeanProvider$1 (java.management@11.0.8)
 735:             1             24  java.lang.management.DefaultPlatformMBeanProvider$10 (java.management@11.0.8)
 736:             1             24  java.lang.management.DefaultPlatformMBeanProvider$11 (java.management@11.0.8)
 737:             1             24  java.lang.management.DefaultPlatformMBeanProvider$2 (java.management@11.0.8)
 738:             1             24  java.lang.management.DefaultPlatformMBeanProvider$3 (java.management@11.0.8)
 739:             1             24  java.lang.management.DefaultPlatformMBeanProvider$4 (java.management@11.0.8)
 740:             1             24  java.lang.management.DefaultPlatformMBeanProvider$5 (java.management@11.0.8)
 741:             1             24  java.lang.management.DefaultPlatformMBeanProvider$6 (java.management@11.0.8)
 742:             1             24  java.lang.management.DefaultPlatformMBeanProvider$7 (java.management@11.0.8)
 743:             1             24  java.lang.management.DefaultPlatformMBeanProvider$8 (java.management@11.0.8)
 744:             1             24  java.lang.management.DefaultPlatformMBeanProvider$9 (java.management@11.0.8)
 745:             1             24  java.net.Inet4AddressImpl (java.base@11.0.8)
 746:             1             24  java.net.Proxy (java.base@11.0.8)
 747:             1             24  java.rmi.dgc.VMID (java.rmi@11.0.8)
 748:             1             24  java.security.Policy$PolicyInfo (java.base@11.0.8)
 749:             1             24  java.security.Policy$UnsupportedEmptyCollection (java.base@11.0.8)
 750:             1             24  java.security.ProtectionDomain$JavaSecurityAccessImpl$1 (java.base@11.0.8)
 751:             1             24  java.time.Clock$SystemClock (java.base@11.0.8)
 752:             1             24  java.time.ZoneRegion (java.base@11.0.8)
 753:             1             24  java.time.format.DecimalStyle (java.base@11.0.8)
 754:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@11.0.8)
 755:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@11.0.8)
 756:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@11.0.8)
 757:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@11.0.8)
 758:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@11.0.8)
 759:             1             24  java.util.Collections$EmptyMap (java.base@11.0.8)
 760:             1             24  java.util.Collections$SynchronizedCollection (java.base@11.0.8)
 761:             1             24  java.util.Comparators$NaturalOrderComparator (java.base@11.0.8)
 762:             1             24  java.util.Locale$Cache (java.base@11.0.8)
 763:             1             24  java.util.ResourceBundle$Control$CandidateListCache (java.base@11.0.8)
 764:             1             24  java.util.ServiceLoader$2 (java.base@11.0.8)
 765:             1             24  java.util.Timer (java.base@11.0.8)
 766:             1             24  java.util.concurrent.locks.ReentrantReadWriteLock (java.base@11.0.8)
 767:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@11.0.8)
 768:             1             24  java.util.regex.Pattern$CharPropertyGreedy (java.base@11.0.8)
 769:             1             24  java.util.regex.Pattern$Start (java.base@11.0.8)
 770:             1             24  jdk.internal.jimage.ImageReader (java.base@11.0.8)
 771:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@11.0.8)
 772:             1             24  jdk.internal.module.ModuleBootstrap$SafeModuleFinder (java.base@11.0.8)
 773:             1             24  jdk.internal.module.ModuleHashes (java.base@11.0.8)
 774:             1             24  jdk.jfr.internal.Repository (jdk.jfr@11.0.8)
 775:             1             24  jdk.jfr.internal.ShutdownHook (jdk.jfr@11.0.8)
 776:             1             24  jdk.jfr.internal.handlers.EventHandler3279_1616837425220-1 (jdk.jfr@11.0.8)
 777:             1             24  jdk.jfr.internal.handlers.EventHandler3300_1616837425220-1 (jdk.jfr@11.0.8)
 778:             1             24  jdk.management.jfr.StreamManager (jdk.management.jfr@11.0.8)
 779:             1             24  jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent (jdk.management.jfr@11.0.8)
 780:             1             24  sun.jvmstat.perfdata.monitor.protocol.local.LocalEventTimer (jdk.internal.jvmstat@11.0.8)
 781:             1             24  sun.management.CompilationImpl (java.management@11.0.8)
 782:             1             24  sun.management.ManagementFactoryHelper$LoggingMXBeanAccess (java.management@11.0.8)
 783:             1             24  sun.management.ManagementFactoryHelper$PlatformLoggingImpl (java.management@11.0.8)
 784:             1             24  sun.management.MemoryImpl (java.management@11.0.8)
 785:             1             24  sun.management.RuntimeImpl (java.management@11.0.8)
 786:             1             24  sun.management.VMManagementImpl (java.management@11.0.8)
 787:             1             24  sun.net.sdp.SdpProvider (java.base@11.0.8)
 788:             1             24  sun.nio.ch.Util$BufferCache (java.base@11.0.8)
 789:             1             24  sun.nio.cs.ISO_8859_1 (java.base@11.0.8)
 790:             1             24  sun.nio.cs.US_ASCII (java.base@11.0.8)
 791:             1             24  sun.nio.cs.UTF_16 (java.base@11.0.8)
 792:             1             24  sun.nio.cs.UTF_16BE (java.base@11.0.8)
 793:             1             24  sun.nio.cs.UTF_16LE (java.base@11.0.8)
 794:             1             24  sun.nio.cs.UTF_8 (java.base@11.0.8)
 795:             1             24  sun.rmi.registry.RegistryImpl (java.rmi@11.0.8)
 796:             1             24  sun.rmi.runtime.RuntimeUtil$1 (java.rmi@11.0.8)
 797:             1             24  sun.rmi.server.LoaderHandler$LoaderKey (java.rmi@11.0.8)
 798:             1             24  sun.rmi.transport.DGCImpl (java.rmi@11.0.8)
 799:             1             24  sun.tools.jstatd.RemoteHostImpl (jdk.jstatd@11.0.8)
 800:             1             24  sun.util.cldr.CLDRTimeZoneNameProviderImpl (java.base@11.0.8)
 801:             1             24  sun.util.locale.BaseLocale$Cache (java.base@11.0.8)
 802:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@11.0.8)
 803:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@11.0.8)
 804:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@11.0.8)
 805:             1             24  sun.util.locale.provider.TimeZoneNameProviderImpl (java.base@11.0.8)
 806:             1             16  [Ljava.lang.Throwable; (java.base@11.0.8)
 807:             1             16  [Ljava.net.URL; (java.base@11.0.8)
 808:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@11.0.8)
 809:             1             16  [Ljava.rmi.server.ObjID; (java.rmi@11.0.8)
 810:             1             16  [Ljava.security.Provider; (java.base@11.0.8)
 811:             1             16  [Ljava.security.cert.Certificate; (java.base@11.0.8)
 812:             1             16  [Ljava.time.LocalDateTime; (java.base@11.0.8)
 813:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@11.0.8)
 814:             1             16  [Ljava.util.logging.Handler; (java.logging@11.0.8)
 815:             1             16  com.sun.jmx.interceptor.DefaultMBeanServerInterceptor$ResourceContext$1 (java.management@11.0.8)
 816:             1             16  com.sun.jmx.mbeanserver.DefaultMXBeanMappingFactory (java.management@11.0.8)
 817:             1             16  com.sun.jmx.mbeanserver.DescriptorCache (java.management@11.0.8)
 818:             1             16  com.sun.jmx.mbeanserver.MBeanAnalyzer$MethodOrder (java.management@11.0.8)
 819:             1             16  com.sun.jmx.mbeanserver.MBeanInstantiator (java.management@11.0.8)
 820:             1             16  com.sun.jmx.mbeanserver.MXBeanIntrospector (java.management@11.0.8)
 821:             1             16  com.sun.jmx.mbeanserver.SecureClassLoaderRepository (java.management@11.0.8)
 822:             1             16  com.sun.management.internal.HotSpotDiagnostic (jdk.management@11.0.8)
 823:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl (jdk.management@11.0.8)
 824:             1             16  com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$139/0x000000010017f040 (jdk.management@11.0.8)
 825:             1             16  com.sun.proxy.$Proxy25
 826:             1             16  com.sun.proxy.jdk.proxy1.$Proxy0 (jdk.proxy1@)
 827:             1             16  com.sun.proxy.jdk.proxy2.$Proxy1 (jdk.proxy2@)
 828:             1             16  java.io.FileDescriptor$1 (java.base@11.0.8)
 829:             1             16  java.io.FilePermission$1 (java.base@11.0.8)
 830:             1             16  java.io.ObjectInputFilter$Config$$Lambda$72/0x000000010010b440 (java.base@11.0.8)
 831:             1             16  java.io.ObjectInputFilter$Config$$Lambda$73/0x0000000100120040 (java.base@11.0.8)
 832:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$156/0x00000001001b8040 (java.base@11.0.8)
 833:             1             16  java.io.ObjectInputFilter$Config$Global$$Lambda$157/0x00000001001b8440 (java.base@11.0.8)
 834:             1             16  java.io.ObjectInputStream$$Lambda$69/0x000000010010d840 (java.base@11.0.8)
 835:             1             16  java.io.ObjectInputStream$$Lambda$70/0x000000010010d040 (java.base@11.0.8)
 836:             1             16  java.io.RandomAccessFile$2 (java.base@11.0.8)
 837:             1             16  java.lang.ApplicationShutdownHooks$1 (java.base@11.0.8)
 838:             1             16  java.lang.CharacterDataLatin1 (java.base@11.0.8)
 839:             1             16  java.lang.Float (java.base@11.0.8)
 840:             1             16  java.lang.InheritableThreadLocal (java.base@11.0.8)
 841:             1             16  java.lang.Module$$Lambda$50/0x00000001000cdc40 (java.base@11.0.8)
 842:             1             16  java.lang.ModuleLayer$$Lambda$125/0x0000000100177040 (java.base@11.0.8)
 843:             1             16  java.lang.ModuleLayer$$Lambda$96/0x0000000100166c40 (java.base@11.0.8)
 844:             1             16  java.lang.Runtime (java.base@11.0.8)
 845:             1             16  java.lang.SecurityManager$$Lambda$1/0x0000000100067840 (java.base@11.0.8)
 846:             1             16  java.lang.SecurityManager$$Lambda$10/0x0000000100064c40 (java.base@11.0.8)
 847:             1             16  java.lang.SecurityManager$$Lambda$3/0x0000000100066840 (java.base@11.0.8)
 848:             1             16  java.lang.SecurityManager$$Lambda$4/0x0000000100066c40 (java.base@11.0.8)
 849:             1             16  java.lang.SecurityManager$$Lambda$5/0x0000000100066440 (java.base@11.0.8)
 850:             1             16  java.lang.SecurityManager$$Lambda$6/0x0000000100065c40 (java.base@11.0.8)
 851:             1             16  java.lang.SecurityManager$$Lambda$7/0x0000000100065040 (java.base@11.0.8)
 852:             1             16  java.lang.SecurityManager$$Lambda$9/0x0000000100064840 (java.base@11.0.8)
 853:             1             16  java.lang.String$CaseInsensitiveComparator (java.base@11.0.8)
 854:             1             16  java.lang.StringCoding$1 (java.base@11.0.8)
 855:             1             16  java.lang.System$2 (java.base@11.0.8)
 856:             1             16  java.lang.System$LoggerFinder$$Lambda$86/0x0000000100159840 (java.base@11.0.8)
 857:             1             16  java.lang.Terminator$1 (java.base@11.0.8)
 858:             1             16  java.lang.invoke.ClassSpecializer$1 (java.base@11.0.8)
 859:             1             16  java.lang.invoke.MemberName$Factory (java.base@11.0.8)
 860:             1             16  java.lang.invoke.MethodHandleImpl$1 (java.base@11.0.8)
 861:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1 (java.base@11.0.8)
 862:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2 (java.base@11.0.8)
 863:             1             16  java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$3 (java.base@11.0.8)
 864:             1             16  java.lang.invoke.VarHandle$1 (java.base@11.0.8)
 865:             1             16  java.lang.management.DefaultPlatformMBeanProvider (java.management@11.0.8)
 866:             1             16  java.lang.management.DefaultPlatformMBeanProvider$5$$Lambda$152/0x000000010017bc40 (java.management@11.0.8)
 867:             1             16  java.lang.management.ManagementFactory$$Lambda$136/0x000000010017a440 (java.management@11.0.8)
 868:             1             16  java.lang.management.ManagementFactory$$Lambda$147/0x000000010017c840 (java.management@11.0.8)
 869:             1             16  java.lang.management.ManagementFactory$$Lambda$148/0x000000010017cc40 (java.management@11.0.8)
 870:             1             16  java.lang.management.ManagementFactory$$Lambda$149/0x000000010017c040 (java.management@11.0.8)
 871:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$137/0x000000010017f840 (java.management@11.0.8)
 872:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$140/0x000000010017f440 (java.management@11.0.8)
 873:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$141/0x000000010017e840 (java.management@11.0.8)
 874:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$142/0x000000010017e040 (java.management@11.0.8)
 875:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$145/0x000000010017dc40 (java.management@11.0.8)
 876:             1             16  java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$146/0x000000010017d040 (java.management@11.0.8)
 877:             1             16  java.lang.module.Configuration$$Lambda$110/0x0000000100173040 (java.base@11.0.8)
 878:             1             16  java.lang.module.Configuration$$Lambda$111/0x0000000100173440 (java.base@11.0.8)
 879:             1             16  java.lang.module.Configuration$$Lambda$98/0x0000000100166440 (java.base@11.0.8)
 880:             1             16  java.lang.module.ModuleDescriptor$1 (java.base@11.0.8)
 881:             1             16  java.lang.module.ModuleDescriptor$Builder$$Lambda$49/0x00000001000cd840 (java.base@11.0.8)
 882:             1             16  java.lang.module.Resolver$$Lambda$105/0x0000000100171c40 (java.base@11.0.8)
 883:             1             16  java.lang.module.Resolver$$Lambda$106/0x0000000100172040 (java.base@11.0.8)
 884:             1             16  java.lang.module.Resolver$$Lambda$112/0x0000000100173840 (java.base@11.0.8)
 885:             1             16  java.lang.module.Resolver$$Lambda$113/0x0000000100173c40 (java.base@11.0.8)
 886:             1             16  java.lang.module.Resolver$$Lambda$114/0x0000000100174040 (java.base@11.0.8)
 887:             1             16  java.lang.module.Resolver$$Lambda$115/0x0000000100174440 (java.base@11.0.8)
 888:             1             16  java.lang.module.Resolver$$Lambda$116/0x0000000100174840 (java.base@11.0.8)
 889:             1             16  java.lang.module.Resolver$$Lambda$121/0x0000000100176040 (java.base@11.0.8)
 890:             1             16  java.lang.ref.Cleaner (java.base@11.0.8)
 891:             1             16  java.lang.ref.Cleaner$1 (java.base@11.0.8)
 892:             1             16  java.lang.ref.FinalizerHistogram$$Lambda$159/0x00000001001b9440 (java.base@11.0.8)
 893:             1             16  java.lang.ref.Reference$1 (java.base@11.0.8)
 894:             1             16  java.lang.reflect.Proxy$$Lambda$47/0x00000001000ce040 (java.base@11.0.8)
 895:             1             16  java.lang.reflect.Proxy$ProxyBuilder$$Lambda$48/0x00000001000ce440 (java.base@11.0.8)
 896:             1             16  java.lang.reflect.ReflectAccess (java.base@11.0.8)
 897:             1             16  java.net.InetAddress$2 (java.base@11.0.8)
 898:             1             16  java.net.InetAddress$PlatformNameService (java.base@11.0.8)
 899:             1             16  java.net.ServerSocket$2 (java.base@11.0.8)
 900:             1             16  java.net.URI$1 (java.base@11.0.8)
 901:             1             16  java.net.URL$3 (java.base@11.0.8)
 902:             1             16  java.net.URL$DefaultFactory (java.base@11.0.8)
 903:             1             16  java.net.URLClassLoader$7 (java.base@11.0.8)
 904:             1             16  java.nio.Bits$1 (java.base@11.0.8)
 905:             1             16  java.nio.Buffer$1 (java.base@11.0.8)
 906:             1             16  java.nio.file.Files$AcceptAllFilter (java.base@11.0.8)
 907:             1             16  java.rmi.RMISecurityManager (java.rmi@11.0.8)
 908:             1             16  java.rmi.server.ObjID$$Lambda$40/0x00000001000c9c40 (java.rmi@11.0.8)
 909:             1             16  java.rmi.server.RMIClassLoader$2 (java.rmi@11.0.8)
 910:             1             16  java.rmi.server.RemoteObjectInvocationHandler$MethodToHash_Maps (java.rmi@11.0.8)
 911:             1             16  java.security.AllPermission (java.base@11.0.8)
 912:             1             16  java.security.ProtectionDomain$JavaSecurityAccessImpl (java.base@11.0.8)
 913:             1             16  java.time.chrono.IsoChronology (java.base@11.0.8)
 914:             1             16  java.time.format.DateTimeFormatter$$Lambda$167/0x0000000100164040 (java.base@11.0.8)
 915:             1             16  java.time.format.DateTimeFormatter$$Lambda$168/0x0000000100163840 (java.base@11.0.8)
 916:             1             16  java.time.format.DateTimeFormatterBuilder$$Lambda$166/0x0000000100164840 (java.base@11.0.8)
 917:             1             16  java.time.format.DateTimeFormatterBuilder$2 (java.base@11.0.8)
 918:             1             16  java.time.format.DateTimeFormatterBuilder$InstantPrinterParser (java.base@11.0.8)
 919:             1             16  java.time.format.DateTimeTextProvider (java.base@11.0.8)
 920:             1             16  java.time.format.DateTimeTextProvider$1 (java.base@11.0.8)
 921:             1             16  java.util.AbstractMap$2 (java.base@11.0.8)
 922:             1             16  java.util.Collections$EmptyEnumeration (java.base@11.0.8)
 923:             1             16  java.util.Collections$EmptyIterator (java.base@11.0.8)
 924:             1             16  java.util.Collections$EmptyList (java.base@11.0.8)
 925:             1             16  java.util.Collections$EmptySet (java.base@11.0.8)
 926:             1             16  java.util.Collections$ReverseComparator (java.base@11.0.8)
 927:             1             16  java.util.EnumMap$1 (java.base@11.0.8)
 928:             1             16  java.util.IdentityHashMap$Values (java.base@11.0.8)
 929:             1             16  java.util.LinkedHashSet (java.base@11.0.8)
 930:             1             16  java.util.Optional (java.base@11.0.8)
 931:             1             16  java.util.ResourceBundle$1 (java.base@11.0.8)
 932:             1             16  java.util.ResourceBundle$Control (java.base@11.0.8)
 933:             1             16  java.util.Spliterators$EmptySpliterator$OfDouble (java.base@11.0.8)
 934:             1             16  java.util.Spliterators$EmptySpliterator$OfInt (java.base@11.0.8)
 935:             1             16  java.util.Spliterators$EmptySpliterator$OfLong (java.base@11.0.8)
 936:             1             16  java.util.Spliterators$EmptySpliterator$OfRef (java.base@11.0.8)
 937:             1             16  java.util.WeakHashMap$KeySet (java.base@11.0.8)
 938:             1             16  java.util.concurrent.ConcurrentSkipListMap$KeySet (java.base@11.0.8)
 939:             1             16  java.util.concurrent.ConcurrentSkipListSet (java.base@11.0.8)
 940:             1             16  java.util.concurrent.SynchronousQueue$TransferStack (java.base@11.0.8)
 941:             1             16  java.util.concurrent.ThreadPoolExecutor$AbortPolicy (java.base@11.0.8)
 942:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base@11.0.8)
 943:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base@11.0.8)
 944:             1             16  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base@11.0.8)
 945:             1             16  java.util.function.Function$$Lambda$100/0x0000000100170440 (java.base@11.0.8)
 946:             1             16  java.util.logging.Level$$Lambda$28/0x00000001000abc40 (java.logging@11.0.8)
 947:             1             16  java.util.logging.Level$KnownLevel$$Lambda$29/0x00000001000ab040 (java.logging@11.0.8)
 948:             1             16  java.util.logging.LogManager$CloseOnReset (java.logging@11.0.8)
 949:             1             16  java.util.logging.LogManager$LoggingProviderAccess (java.logging@11.0.8)
 950:             1             16  java.util.logging.LogManager$VisitedLoggers (java.logging@11.0.8)
 951:             1             16  java.util.logging.Logging (java.logging@11.0.8)
 952:             1             16  java.util.logging.SimpleFormatter$$Lambda$34/0x00000001000c8440 (java.logging@11.0.8)
 953:             1             16  java.util.regex.CharPredicates$$Lambda$22/0x00000001000af840 (java.base@11.0.8)
 954:             1             16  java.util.regex.CharPredicates$$Lambda$79/0x000000010013f440 (java.base@11.0.8)
 955:             1             16  java.util.regex.Pattern$1 (java.base@11.0.8)
 956:             1             16  java.util.regex.Pattern$CharPredicate$$Lambda$23/0x00000001000af040 (java.base@11.0.8)
 957:             1             16  java.util.regex.Pattern$LastNode (java.base@11.0.8)
 958:             1             16  java.util.regex.Pattern$Node (java.base@11.0.8)
 959:             1             16  java.util.stream.Collectors$$Lambda$101/0x0000000100170840 (java.base@11.0.8)
 960:             1             16  java.util.stream.Collectors$$Lambda$103/0x0000000100171440 (java.base@11.0.8)
 961:             1             16  java.util.stream.Collectors$$Lambda$104/0x0000000100171840 (java.base@11.0.8)
 962:             1             16  java.util.stream.Collectors$$Lambda$107/0x0000000100172440 (java.base@11.0.8)
 963:             1             16  java.util.stream.Collectors$$Lambda$108/0x0000000100172840 (java.base@11.0.8)
 964:             1             16  java.util.stream.Collectors$$Lambda$109/0x0000000100172c40 (java.base@11.0.8)
 965:             1             16  java.util.stream.Collectors$$Lambda$143/0x000000010017e440 (java.base@11.0.8)
 966:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$30/0x00000001000ab440 (java.base@11.0.8)
 967:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$31/0x00000001000aa840 (java.base@11.0.8)
 968:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$32/0x00000001000aac40 (java.base@11.0.8)
 969:             1             16  java.util.stream.FindOps$FindSink$OfRef$$Lambda$33/0x00000001000c8040 (java.base@11.0.8)
 970:             1             16  javax.management.JMX (java.management@11.0.8)
 971:             1             16  javax.management.MBeanServerBuilder (java.management@11.0.8)
 972:             1             16  javax.management.NotificationBroadcasterSupport$1 (java.management@11.0.8)
 973:             1             16  javax.management.remote.JMXConnectorServerFactory$$Lambda$154/0x000000010017a840 (java.management@11.0.8)
 974:             1             16  javax.management.remote.rmi.RMIServerImpl_Stub (java.management.rmi@11.0.8)
 975:             1             16  jdk.internal.agent.Agent$StatusCollector$$Lambda$218/0x0000000100138040 (jdk.management.agent@11.0.8)
 976:             1             16  jdk.internal.agent.Agent$StatusCollector$$Lambda$219/0x0000000100138440 (jdk.management.agent@11.0.8)
 977:             1             16  jdk.internal.jimage.ImageBufferCache$1 (java.base@11.0.8)
 978:             1             16  jdk.internal.jimage.ImageBufferCache$2 (java.base@11.0.8)
 979:             1             16  jdk.internal.jimage.ImageReaderFactory$1 (java.base@11.0.8)
 980:             1             16  jdk.internal.jimage.ImageStringsReader (java.base@11.0.8)
 981:             1             16  jdk.internal.jimage.decompressor.Decompressor (java.base@11.0.8)
 982:             1             16  jdk.internal.logger.LazyLoggers$$Lambda$85/0x0000000100159440 (java.base@11.0.8)
 983:             1             16  jdk.internal.logger.LazyLoggers$1 (java.base@11.0.8)
 984:             1             16  jdk.internal.logger.LazyLoggers$LazyLoggerFactories (java.base@11.0.8)
 985:             1             16  jdk.internal.logger.LoggerFinderLoader$$Lambda$87/0x0000000100159c40 (java.base@11.0.8)
 986:             1             16  jdk.internal.logger.LoggerFinderLoader$$Lambda$88/0x000000010015a040 (java.base@11.0.8)
 987:             1             16  jdk.internal.math.FloatingDecimal$1 (java.base@11.0.8)
 988:             1             16  jdk.internal.math.FormattedFloatingDecimal$1 (java.base@11.0.8)
 989:             1             16  jdk.internal.misc.TerminatingThreadLocal$1 (java.base@11.0.8)
 990:             1             16  jdk.internal.misc.Unsafe (java.base@11.0.8)
 991:             1             16  jdk.internal.module.ModuleBootstrap$SafeModuleFinder$$Lambda$99/0x0000000100170040 (java.base@11.0.8)
 992:             1             16  jdk.internal.module.ModulePatcher (java.base@11.0.8)
 993:             1             16  jdk.internal.module.ModuleTarget (java.base@11.0.8)
 994:             1             16  jdk.internal.module.Modules$$Lambda$128/0x0000000100178040 (java.base@11.0.8)
 995:             1             16  jdk.internal.module.Modules$$Lambda$129/0x0000000100178440 (java.base@11.0.8)
 996:             1             16  jdk.internal.module.Modules$$Lambda$132/0x0000000100179440 (java.base@11.0.8)
 997:             1             16  jdk.internal.module.Modules$$Lambda$135/0x000000010017a040 (java.base@11.0.8)
 998:             1             16  jdk.internal.perf.Perf (java.base@11.0.8)
 999:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor10 (java.base@11.0.8)
1000:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor11 (java.base@11.0.8)
1001:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor12 (java.base@11.0.8)
1002:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor2 (java.base@11.0.8)
1003:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor3 (java.base@11.0.8)
1004:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor4 (java.base@11.0.8)
1005:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor5 (java.base@11.0.8)
1006:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor6 (java.base@11.0.8)
1007:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor7 (java.base@11.0.8)
1008:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor8 (java.base@11.0.8)
1009:             1             16  jdk.internal.reflect.GeneratedConstructorAccessor9 (java.base@11.0.8)
1010:             1             16  jdk.internal.reflect.ReflectionFactory (java.base@11.0.8)
1011:             1             16  jdk.internal.util.Preconditions$1 (java.base@11.0.8)
1012:             1             16  jdk.jfr.FlightRecorder (jdk.jfr@11.0.8)
1013:             1             16  jdk.jfr.FlightRecorderPermission$InternalAccess (jdk.jfr@11.0.8)
1014:             1             16  jdk.jfr.Recording (jdk.jfr@11.0.8)
1015:             1             16  jdk.jfr.events.FileForceEvent$1 (jdk.jfr@11.0.8)
1016:             1             16  jdk.jfr.events.FileReadEvent$1 (jdk.jfr@11.0.8)
1017:             1             16  jdk.jfr.events.FileWriteEvent$1 (jdk.jfr@11.0.8)
1018:             1             16  jdk.jfr.events.SocketReadEvent$1 (jdk.jfr@11.0.8)
1019:             1             16  jdk.jfr.events.SocketWriteEvent$1 (jdk.jfr@11.0.8)
1020:             1             16  jdk.jfr.internal.JVM (jdk.jfr@11.0.8)
1021:             1             16  jdk.jfr.internal.MetadataHandler$$Lambda$194/0x0000000100094c40 (jdk.jfr@11.0.8)
1022:             1             16  jdk.jfr.internal.PlatformRecorder$$Lambda$205/0x000000010015cc40 (jdk.jfr@11.0.8)
1023:             1             16  jdk.jfr.internal.RepositoryChunk$1 (jdk.jfr@11.0.8)
